PublishedAt,Comment
2022-03-31T19:25:29Z,They want to destroy kids with this needlecraft
2021-07-04T22:18:01Z,"When setting goals, prudent people always set goals that are difficult or  near impossible to achieve.   In such cases, when you fail to meet them you always end up in a position where you have tried your best and accomplish the best results possible.     The setting of goals is to motivate maximum effort and   keep  constant focus on the prize."
2021-07-02T23:08:38Z,"Medical Lack Of ETHICS. Modern Medicine Profits from Illness, Not Good Health &amp; Long Life. To better understand the Truth about Vaccination Programs read, “This Is A Bio-Attack” by Dr Robert B Strecker &amp; Attorney Theodore A Strecker."
2021-06-28T01:59:09Z,Don’t put this on President Biden. Idiots that don’t get a vaccine are ignorant . They put all at risk. President Biden made it possible to get this pandemic under control. It has saved thousands of lives..including mine! I will be eternally grateful to President Biden. He cared enough to try to get everyone vaccinated..for free. He’s my hero!
2021-06-25T21:18:43Z,"Meanwhile, in an alternate universe...where the ONLY difference is, Biden lost:<br><br>MSM Headline: “Millions will DIE as TRUMP misses vital vaccine goal! COVID-19 is SURGING! Pelosi begins IMPEACHMENT hearings! CNN reporter BURSTS into TEARS!”<br><br>Not even satire. 🙄"
2021-06-25T19:09:32Z,"Hooray! The less people vaccinated, the better. <br><br>I know personally a guy who passed out almost immediately and was taken to the hospital and didn’t wake up for a day. He now has permanent heart damage.<br><br>So tell me the reactions are fake. I dare you."
2021-06-26T19:24:36Z,Heretic! Heretic!
2021-06-25T17:50:45Z,At this point the malevolence is obvious.
2021-06-25T12:33:15Z,These con men are disgusting. Do Not Obey! Resist! Lying media and medical industrial machine are out to harm you in the Great Reset.
2021-06-25T08:35:10Z,Race to vaccinate? More like race to murder.
2021-06-25T02:06:16Z,Kids 0-11 are now 25% carriers of COVID and growing yet we don&#39;t vaccinate them?  What is the hold-up?
2021-06-24T22:52:04Z,"If you do some research you will find out that every pharmaceutical company pays billions every year in compensations to people who were injured with vaccines. <br>Even the tested vaccines injure many people every year. <br>This vaccine haven&#39;t been fully tested yet. So if You&#39;ve taken a dose, you are an experiment subject."
2021-06-24T22:29:22Z,People won&#39;t take the poison
2021-06-24T21:32:44Z,Never going to get this vaccine.
2021-06-24T11:45:24Z,You Concerned with the delta variate?<br>Is big brother watching? <br>Orwellian nightmares - Intellectuals use Greek language and symbols to make there vague statements sound more purposed and meaningful.  This paired with constantly repeating contradictory slogans the manipulation of language &amp; the changes to definitions.
2021-06-24T10:44:53Z,We give them refuge asylum and opportunities and the first time they think they have power they try to circumvent Natural born American citizens and they start screaming new normal and pulling down statues and trying to cancel our constitution with their mandatory mask experimental vaccine lockdown studies on the American people similar to the Nazis and the holocaust is the thanks we get
2021-06-24T10:44:04Z,Ya&#39;ll make sure Ya&#39;ll social distance from the dirty test tent contaminated stadium vaccine sights are Hot Spots super spreader events and you might catch the virus if you go over there and don&#39;t open your door to strangers who show up maybe showing up with the virus so social distance instead and stay away from the hospital unless it&#39;s a absolute emergency it&#39;s a hot spot and get back to nature&#39;s remedies for healing
2021-06-24T10:37:03Z,"Biden &quot;allegedly&quot; won despite having received a RECORD low number of Democratic primary votes, while Trump set a record for primary votes for an incumbent- 18 million primary votes, more than doubling the previous record set by Bill Clinton! <br>Trump is one of only 5 incumbents to win more than 90% of the primary vote since 1912.<br>   No incumbent who has received at least 75% of the primary vote total has ever, until 2020, lost re- election.!"
2021-06-24T09:50:14Z,"I&#39;m sure this will save a life by sharing this information and introduce to you DR AZAKA CURE REMEDIES on YouTube who cured my disease which I&#39;ll rather be private about, I was cured from genital herpes with his herbal medicine, I wasn&#39;t really expecting a herbal medicine to be as effective as I experienced, my test results proves that I&#39;ve been cured from Hsv 2 , and you can as well Contact him and be free from any kind of infections or diseases , I&#39;m pretty much certain you&#39;ll all thank me later 😍"
2021-06-24T07:32:41Z,"In the 60&#39;s the KGB did some fascinating psychological experiments. They learned that if you bombard human subjects with fear messages nonstop, in 2 months or less, most of the subjects are completely brainwashed to believe the false message. To the point that no amount of clear information they are shown to the contrary, can change their mind.<br><br><a href=""https://www.youtube.com/watch?v=gfNbBjoqruY&amp;ab_channel=hladinisakti"">https://www.youtube.com/watch?v=gfNbBjoqruY&amp;ab_channel=hladinisakti</a><br><br>Prabhupadabooks . com"
2021-06-24T06:33:04Z,You&#39;re not very welcoming.
2021-06-24T05:59:55Z,ABC is propaganda
2021-06-24T05:01:48Z,Of course. He’s lying about the number as it is. There’s NO WAY in hell 250m people have gotten an EXPERIMENTAL GENE THERAPY SHOT.
2021-06-24T05:00:33Z,Hahahaha I speak the truth that&#39;s why you won&#39;t let me put any comments 🖕
2021-06-24T05:01:28Z,It&#39;s not a vaccine there is no vaccine. Just like there&#39;s no vaccine for AIDS. And there&#39;s no vaccine for cancer 🖕
2021-06-24T05:02:54Z,Wow The bot let me through. It&#39;s a conspiracy throughout the world they&#39;re pushing these vaccines for a reason but they&#39;re not vaccines. That&#39;s the reason for all the FEMA coffins
2021-06-24T04:57:22Z,"Who writes these titles? How is it &quot;Biden expected to miss....&quot;? Shouldn&#39;t it be &quot;US&quot; or &quot;United States&quot;. One person shouldn&#39;t become the embodiment of everyone in our nation as if we&#39;re a small part of them. Sure they may represent it, the nation, to some degree but this particular situation doesn&#39;t even make sense. I doubt he&#39;s taken 331,449,281 vaccines and he&#39;s definitely not the country. It sounds dumb even saying it. The title should be &quot;The nation misses Bidens vaccine goal....&quot; or something along those lines. And sure it&#39;s &quot;his goal&quot; but shouldn&#39;t it be considered everyone&#39;s? Please, people. Do better. <br><br>Also, I have nothing against Biden for anyone thinking that. I&#39;d say the same no matter who the sitting president was. I just hate the cringe this title gives me. Like we the people aren&#39;t important enough to mention or as if we&#39;re someone&#39;s game/toys/whatever."
