PublishedAt,Comment
2020-05-28T19:14:47Z,The earth&#39;s weather and climate is driven by the sun&#39;s cycles and plasma fields.
2020-05-27T04:47:31Z,The trolls that are commenting here are even dumber than “trump university” grads! And that’s a low bar to slither under!
2020-05-27T04:25:34Z,I&#39;m sure that him and his cronies make millions of dollars from carbon emissions annually
2020-05-27T03:18:20Z,Eat less meat
2020-05-27T03:03:17Z,clean energy is not so clean...the ONLY way forward is nuclear....Planet of the humans
2020-05-28T19:15:39Z,The most unclean of them all
2020-05-29T02:05:35Z,"@@canyonroots nuclear is BY far (i&#39;m talking orders of magnitude) the cleanest, safest and most profitable form of energy generation ever invented.  Probably ever will be.  but too many people are  too lazy to do just a few hours of research to quell their own unsubstantiated fears"
2020-05-27T02:59:17Z,17% doesn’t get us to the Kyoto numbers. It really shows that behavior change isn’t enough. We need to invest in clean tech.
2020-05-27T02:46:48Z,greta thunberg is happy
2020-05-27T02:28:19Z,You people are idiot&#39;s!
2020-05-27T02:27:55Z,"Sheesh - I guess any minute now  the IMPOTUS, Ronald McDonald Plump, i mean R. McD Dump, I mean R. McD (Cancerous) Lump (maybe typos), will be tweeting about his other success: in saving the world (even though he doesn’t believe in global warming). He will also remind us to thank him for his good job of killing only about a million people."
2020-05-27T01:52:13Z,&quot;yay&quot; for the environment and BOO for the significant rise in domestic violence.  whatever.
2020-05-27T01:29:07Z,"In Reference to Some Career Politicians and some Bias Media Outlets and host&gt; This Left-us action is What all Americans should be standing up against, because America as we have known it is at stake and Our Freedom is at stake!! Don&#39;t Just Lay down and take this radical takeover of our States, go to your ballot box and vote for the leaders who are Standing up for The American People!!! No democratic socialism for America!!!"
2020-05-27T01:28:29Z,The earth needed a break. Unleash a virus and take a nice deep breath.
2020-05-27T01:18:58Z,"young robbie looks like death warmed up .........&#39;unprecedented and tragic experiment&#39;   is maybe a freudian slip  there, robbie   ..  yes, the whole plandemic convid19 hoax is unprecedented..   and you demonrat crybabies oughta start trying to ferret out the facts ...in any case ..get over it, get used to it,..more to come after november ..you clowns.."
2020-05-27T00:25:29Z,"The current potus could care less about life or moving this country forward TOGETHER as one people, one goal, to love each other n our planet more"
2020-05-27T00:25:13Z,The weather is changing to make the president look bad. Hahahahaha
