PublishedAt,Comment
2021-01-24T09:58:27Z,"A journalist would have noted that there is a corresponding drop in other deaths.  But that, the truth, is not what a propaganda puppet is being paid to say is it."
2021-01-24T04:18:12Z,Thanks China
2021-01-24T01:38:57Z,It&#39;s OK the nurses will save us with TikToks
2021-01-25T04:45:53Z,Gtfo lol
2021-01-24T00:11:56Z,Ignorant. The only thing the states need is more vaccine. The governor is the only liaison any state needs. You want to restore trust? Fire Faucis cowardly fake ass he’s lied to us enough .
2021-01-23T22:18:49Z,I do not like this DOCTOR.????
2021-01-23T20:26:02Z,"&quot;PCR Inventor Kary Mullis Talks About Anthony Fauci — “he doesn’t know anything really about anything” – <a href=""https://dryburgh.com/kary-mullis-pcr-anthony-fauci/"">https://dryburgh.com/kary-mullis-pcr-anthony-fauci/</a><br><br>&quot;What is it about humanity that it wants to go to the all detail to stop and listen. Guys like Fauci get up there and start talking, and he doesn’t know anything really about anything, and I’d say that to his face. Nothing.<br>The man thinks you can take a blood sample and stick it in an electron microscope and if it’s got a virus in there, you will know it. He doesn’t understand electron microscopy and he doesn’t understand medicine. He should not be in a position like he’s in.<br><br>Most of those guys up there on the top are just total administrative people and they don’t know anything about what’s going on with the bottom. You know, those guys have got an agenda, which is not what we would like them to have, being that we pay for them to take care of our health in some way.<br><br>They’ve got a personal kind of agenda. They make up their own rules as they go. They change them when they want to and a smugly like Tony Fauci does not mind going on television in front of the people, face out, and lie directly into the camera.<br><br>You can’t expect the sheep to really respect the best and the brightest. They don’t know the difference, really. I mean, I like humans, don’t get me wrong. But basically, there is a vast, vast majority of them do not possess the ability to judge who is and who isn’t really a good scientist.&quot; – PCR Inventor Kary Mullis<br><br><a href=""https://dryburgh.com/kary-mullis-pcr-anthony-fauci/"">https://dryburgh.com/kary-mullis-pcr-anthony-fauci/</a><br><br><br>&quot;This paper will show numerous serious flaws in the Corman-Drosten paper, the significance of which has led to worldwide misdiagnosis of infections attributed to SARS-CoV-2 and associated with the disease COVID-19. We are confronted with stringent lockdowns which have destroyed many people’s lives and livelihoods, limited access to education and these imposed restrictions by governments around the world are a direct attack on people’s basic rights and their personal freedoms, resulting in collateral damage for entire economies on a global scale.<br><br>There are ten fatal problems with the Corman-Drosten paper which we will outline and explain in greater detail in the following sections.<br><br>The first and major issue is that the novel Coronavirus SARS-CoV-2 (in the publication named 2019-nCoV and in February 2020 named SARS-CoV-2 by an international consortium of virus experts) is based on in silico (theoretical) sequences, supplied by a laboratory in China [1], because at the time neither control material of infectious (“live”) or inactivated SARS-CoV-2 nor isolated genomic RNA of the virus was available to the authors. To date no validation has been performed by the authorship based on isolated SARS-CoV-2 viruses or full length RNA thereof.&quot; – <a href=""https://cormandrostenreview.com/report/"">https://cormandrostenreview.com/report/</a>"
2021-01-23T20:22:32Z,"<a href=""https://youtu.be/lbfotp3RF50"">https://youtu.be/lbfotp3RF50</a>"
2021-01-23T18:13:13Z,I have a gut feeling that kids won’t be in person until 2022.
2021-01-23T15:29:57Z,"Our leaders should have listened to Bill Gates warnings, years ago."
