PublishedAt,Comment
2022-01-13T23:12:45Z,Truth is needed
2022-01-07T13:08:23Z,Fox News much prefers to praises a speech full of utter lies and sporadic idiocracy .  This speech was not to their liking it seems...
2022-01-06T20:29:04Z,"HATERS UNITE! the unvaxxed, mostly republicans already in the minority, will keep dying. Thus we thin the herd and the fittest survive. so thats alright then."
2022-01-06T19:56:14Z,I wish there was something for hypocritical oral diarrhea!
2021-12-18T19:31:33Z,The UNITED STATES OF AMERICA 🇺🇸  is a forever World#1  🤣🤣🤣😂😂😂
2021-11-30T19:57:44Z,"Biden is the biggest concern to America, he herds in hundreds and thousands of demorattic votes thru the Southern border, unvetted, unvaccinated.  Their next plan set felons free from prison to gather even more votes,   Democrats are scared and they will do anything to secure the next elections at the cost of American lives, they do not care."
2021-11-24T21:00:09Z,The president is working for American people. No He is trying to be king. I really don’t care what he say because he is not the one talk.I think Obama is telling him what to say .if this is the case . He need to stay out of it. He is not president. No one will listen. Pure evil… my my my.
2021-11-21T10:30:41Z,"(“I Want it That Way”)<br><br>Cuz it ain’t no lie baby, bye bye bye, byebyebye Biden. <br>We had enough, can’t remember your name or your lines and stuff. <br>You ain’t no Trump but you’ll be out in 12 months.<br><br>Byebyebyebye… You lookin so sick, and your views don’t click. <br><br>We’ve had enough, you always lie… you’re sure old enough, you look like you might die.<br><br>He ain’t not readyyyy, it ain’t no lie Biden you lie lie lie lie, lielielielieee… we’ve had enough. It’s time to impeach this chump, he ain’t that tough.<br><br>Cuz it ain’t no maybeeee but it aint no lie Brandon bye bye bye, byebyebyebye.<br>We’ve had enough, wandering around confused acting so tough. <br>But you don’t even knowww, where the helllll you are how’d he get this far? <br>Bye bye bye byeeeee…….<br><br>LETS GO BRANDON!"
2021-11-09T03:56:11Z,People wake up we are living in the modern day Reformation. Roman Catholics tried to mandate Christians become Catholics and persecuted protestants for 1260 years. History repeating we have a Catholic president who just mandated a vaccine this is no coincidence. If your experience health problems you can&#39;t file lawsuit. Time for United States citizens to rise and start another Reformation it&#39;s either now or never. Let the Protestant Reformation be our guiding light and inspiration.
2021-11-02T05:41:13Z,"Where Is Greta Thunberg? <br><br>It seems as though the world is on the fast lane toward cleaning the car industry from polluting emissions. Everyone is rushing to create clean cars, whether battery or hydrogen powered engines, and bask in their cleanness.<br>But the green alibi hides behind it a dirty truth: Zero emission does not mean zero pollution. Mining rare Earth materials required for zero-emissions engines, building charging stations, and the complex logistics surrounding the “clean” industries will take a heavy toll on Earth. In the end, the only ones who will gain from the “clean revolution” are the tycoons who are selling it to us, and the government officials who placate them for their own reasons.<br>Where is Greta Thunberg these days? Like the rest of the pawns in the battle for wealth and power, the “climate knights” have sent her back to oblivion once they finished using her. It is all power games among giant corporations, but the environment and the climate are no one’s concern.<br>Even if we switch to wind energy or ocean-wave energy, I don’t believe that we will gain much. We will have to pay for it elsewhere.<br>For this reason, I think that the crux of the problem is not emissions, but our behavior toward nature and toward our fellow human beings. Here is where we can produce positive and lasting results. If we could communicate with one another positively, we could stop the madness of excessive development that manufactures unnecessary and harmful products.<br>If we could slow down a bit, we wouldn’t need to burn so much fuel in order to defeat competitors in a race for wealth that makes no one happy. Only if we realize that our happiness depends on the quality of our relationships, and not on the padding of our bank accounts, we will be able to pause a little, think, and rebuild our civilization in a way that contributes to nature, to humanity, and to each of us."
