PublishedAt,Comment
2022-02-23T03:26:06Z,I’m proved of these officer sure they loved their job but is theirs right if they if they want to take the works  it’s your body no one should not tell anyone to put things it their body it’s only a strong person can do that
2022-01-28T00:33:41Z,What about hypocrisy from the five. If they put their money where their mouths are they would have quit. Does anyone really think they aren’t boosted? Hypocrites calling other people hypocrites. Suppose it takes one to know one.
2022-01-05T14:24:04Z,"LARI!!!!<br><a href=""https://www.youtube.com/watch?v=JPU7lmS438k&amp;t=5m20s"">5:20</a><br>Beetlejuice,.Beetlejuice, Beetlejuice!"
2021-11-26T01:31:11Z,So they are not doing what the President wants but they don’t have to. American is free country we can do what we want.
2021-11-07T20:21:23Z,"Why do you keep on calling them &quot;elite,  leaders, celebrities, experts&quot;?"
2021-11-06T01:39:14Z,Lose the forest through the trees 🤯 did she just answer that like this?!  <br>While they laugh as 100 million people lose their jobs?! <br>Disgusting.
2021-10-31T00:29:53Z,They just ate
2021-10-31T00:26:55Z,We&#39;re is your mask an buddies
2021-10-31T00:24:38Z,Leave Joe alone
2021-10-31T00:23:01Z,He got a booster ok
2021-10-27T13:06:43Z,"[<a href=""https://www.youtube.com/watch?v=JPU7lmS438k&amp;t=39m53s"">39:53</a>]<br>Say: O My slaves who have been prodigal to their own hurt! Despair not of the mercy of Allah, Who forgiveth all sins. Lo! He is the Forgiving, the Merciful.<br><br>[<a href=""https://www.youtube.com/watch?v=JPU7lmS438k&amp;t=39m54s"">39:54</a>]<br>Turn unto your Lord repentant, and surrender unto Him, before there come unto you the doom, when ye cannot be helped.<br><br>[<a href=""https://www.youtube.com/watch?v=JPU7lmS438k&amp;t=39m55s"">39:55</a>]<br>And follow the better (guidance) of that which is revealed unto you from your Lord, before the doom cometh on you suddenly when ye know not,<br><br>[<a href=""https://www.youtube.com/watch?v=JPU7lmS438k&amp;t=39m56s"">39:56</a>]<br>Lest any soul should say: Alas, my grief that I was unmindful of Allah, and I was indeed among the scoffers!<br><br>[<a href=""https://www.youtube.com/watch?v=JPU7lmS438k&amp;t=39m57s"">39:57</a>]<br>Or should say: If Allah had but guided me I should have been among the dutiful!<br><br>[<a href=""https://www.youtube.com/watch?v=JPU7lmS438k&amp;t=39m58s"">39:58</a>]<br>Or should say, when it seeth the doom: Oh, that I had but a second chance that I might be among the righteous!<br><br>[<a href=""https://www.youtube.com/watch?v=JPU7lmS438k&amp;t=39m59s"">39:59</a>]<br>(But now the answer will be): Nay, for My revelations came unto thee, but thou didst deny them and wast scornful and wast among the disbelievers.<br><br>[39:60]<br>And on the Day of Resurrection thou (Muhammad) seest those who lied concerning Allah with their faces blackened. Is not the home of the scorners in hell ?<br><br>[39:61]<br>And Allah delivereth those who ward off (evil) because of their deserts. Evil toucheth them not, nor do they grieve.<br><br>[39:62]<br>Allah is Creator of all things, and He is Guardian over all things.<br><br>[39:63]<br>His are the keys of the heavens and the earth, and they who disbelieve the revelations of Allah - such are they who are the losers.<br><br>[39:64]<br>Say (O Muhammad, to the disbelievers): Do ye bid me serve other than Allah ? O ye fools!<br><br>[39:65]<br>And verily it hath been revealed unto thee as unto those before thee (saying): If thou ascribe a partner to Allah thy work will fail and thou indeed wilt be among the losers.<br><br>[39:66]<br>Nay, but Allah must thou serve, and be among the thankful!<br><br>[39:67]<br>And they esteem not Allah as He hath the right to be esteemed, when the whole earth is His handful on the Day of Resurrection, and the heavens are rolled in His right hand. Glorified is He and High Exalted from all that they ascribe as partner (unto Him).<br><br>[39:68]<br>And the trumpet is blown, and all who are in the heavens and all who are in the earth swoon away, save him whom Allah willeth. Then it is blown a second time, and behold them standing waiting!<br><br>[39:69]<br>And the earth shineth with the light of her Lord, and the Book is set up, and the prophets and the witnesses are brought, and it is judged between them with truth, and they are not wronged.<br><br>[39:70]<br>And each soul is paid in full for what it did. And He is Best Aware of what they do.<br><br>[39:71]<br>And those who disbelieve are driven unto hell in troops till, when they reach it and the gates thereof are opened, and the warders thereof say unto them: Came there not unto you messengers of your own, reciting unto you the revelations of your Lord and warning you of the meeting of this your Day ? they say: Yea, verily. But the word of doom of disbelievers is fulfilled.<br><br>[39:72]<br>It is said (unto them): Enter ye the gates of hell to dwell therein. Thus hapless is the journey’s end of the scorners.<br><br>[39:73]<br>And those who keep their duty to their Lord are driven unto the Garden in troops till, when they reach it, and the gates thereof are opened, and the warders thereof say unto them: Peace be unto you! Ye are good, so enter ye (the Garden of delight), to dwell therein;<br><br>[39:74]<br>They say: Praise be to Allah, Who hath fulfilled His promise unto us and hath made us inherit the land, sojourning in the Garden where we will! So bounteous is the wage of workers.<br><br>[39:75]<br>And thou (O Muhammad) seest the angels thronging round the Throne, hymning the praises of their Lord. And they are judged aright. And it is said: Praise be to Allah, the Lord of the Worlds!"
2021-10-26T16:08:30Z,Biden uses the most worthless type of mask when he bothers to at all.
2021-10-26T11:40:36Z,Light foot looks like a lost pug.
2021-10-25T08:35:07Z,Simple fact and easy to understand most of today&#39;s democrats in office are Nuts.
2021-10-25T02:23:46Z,Liberties should never be sacrificed
2021-10-25T00:47:33Z,"Of course like everywhere else. Do as a say, not as a i do. Shame, shame power over people."
2021-10-24T23:47:55Z,So your trying to tell me more police officers died of covid than blm and antifa? I call BS
2021-10-24T19:44:26Z,"DALIT ACADEMIC MAFIA: The Hindu Mob lynching Untouchables is not a national crime, but it is a crime against humanity and a violation of UNO laws, but UNO is silent about it."
2021-10-24T15:54:15Z,"The police should walk out let Chicago take of itself, let&#39;s see how Lightfoot would handle it"
2021-10-24T13:28:03Z,"Geeze  y’all scholars should know by now,  but I will help you out.  Democrats do not have to follow the law or pay for not doing so. Everyone else,  pay."
2021-10-23T22:49:10Z,That just goes to show you the hipocaracy that the left has for there deranged party 🎉🥳🥳 ok thanks 🙏🙏🙏 we will bow 🏹 to you crazy bill 💸💵💵💵💸💸💸 you are spot on your way of saying that what say is just a joke!
2021-10-23T22:51:17Z,It&#39;s like Nancy getting her hair done ✅ really what a joke!
2021-10-23T22:54:16Z,They are playing us like fiddle&#39;s and we the people who don&#39;t agree with there communist regime are being made out to be the enemy!
2021-10-23T19:39:25Z,"We keep treating this as though firing of police is Not totally by DESIGN.  The left and the puppeteers behind the scenes  don&#39;t give a crap about the dismantling of our safety and societal norms, including simple reason.  They WANT our constitutional republic to fall apart!!!!  Get a clue!"
2021-10-23T16:43:30Z,#46 <br>The Worst president in USA history <br><br>i cant wait to not hear from wackjob psaki anymore.  shut her up already.
2021-10-23T01:02:49Z,"For weeks, President Trump minimized the coronavirus, mocked concern about it and treated the risk from it cavalierly. On [March 17] he took to the White House lectern and made a remarkable assertion: He knew it was a pandemic all along.<br><br>“This is a pandemic,” Mr. Trump told reporters. “I felt it was a pandemic long before it was called a pandemic.”<br><br>This is what Mr. Trump has actually said over the past two months:<br><br>On Jan. 22, asked by a CNBC reporter whether there were “worries about a pandemic,” the president replied: “No, not at all. We have it totally under control. It’s one person coming in from China, and we have it under control. It’s going to be just fine.”<br><br>On Feb. 26, at a White House news conference, commenting on the country’s first reported cases: “We’re going to be pretty soon at only five people. And we could be at just one or two people over the next short period of time. So we’ve had very good luck.”<br><br>On Feb. 27, at a White House meeting: “It’s going to disappear. One day — it’s like a miracle — it will disappear.”<br><br>On March 7, standing next to President Jair Bolsonaro of Brazil at Mar-a-Lago, his club in Palm Beach, Fla., when asked if he was concerned that the virus was spreading closer to Washington: “No, I’m not concerned at all. No, I’m not. No, we’ve done a great job.” (At least three members of the Brazilian delegation and one Trump donor at Mar-a-Lago that weekend later tested positive for the virus.)<br><br>On March 16, in the White House briefing room, warning that the outbreak would “wash” away this summer: “So it could be right in that period of time where it, I say, wash — it washes through. Other people don’t like that term. But where it washes through.”"
2021-10-22T21:31:32Z,Not guns &amp; crack ! 😆🤔😳 Wat  the hell yeah ..let&#39;s go back to that statement ! ..just a little humor
2021-10-22T17:04:40Z,Psaki needs some hoop earrings
2021-10-22T15:38:24Z,Hypocricy like Fox downplaying the masks and vaccine for over a year. Meanwhile over 90% of Fox employees are vaccinated by a Fox mandate. The rest are tested daily. Now that is the elite being hypocrites for sure. How many have Tucker and Hannity and the rest killed by stupid people who listen to you daily? None of you studied virology and yet you have the nerve to pretend like Rogan and others you actually know of what you speak. If you want to avoid Covid the first thing required is to be smart enough to know what you don&#39;t know. Don&#39;t listen to these liars or anyone with just a name with Doctor in front. Doctor of what?
2021-10-22T15:33:12Z,BIDEN ISN&#39;T A PRESIDENT!!!!!! LET&#39;S GO BRANDON!!!!!
2021-10-22T15:24:58Z,They are wanting to force vaccines on Americans  through mandates and asking for proof. Do we get to see proof they have actually had theirs?
2021-10-22T00:42:34Z,"I got vaccinated, guess what I&#39;m sitting home with covid anyways.  What a joke"
2021-10-21T23:50:12Z,F*** the vaccine f*** the testing it&#39;s all b*<b>****</b> and poison Fox 32 you should be ashamed of yourself if you took the jab you&#39;re just as corrupt as CNN
2021-10-21T22:59:16Z,Requiring people to get the shot or be fired is the governments way of seizing peoples means to production. Ian Rand warned about that
2021-10-21T22:33:26Z,Why does psaki always poke her nose in... Democrat lover.
2021-10-21T22:32:46Z,Impeach all of them..........
2021-10-21T21:52:54Z,Man those red high heels 👠 look so fine 😘
2021-10-21T21:10:56Z,Elected do tell us what to do!! They work FOR US! We comply with suggestions and laws that we all agree with. That’s how it’s supposed to work.
2021-10-21T18:54:56Z,BIDEN AND HIS ADMINISTRATION ARE A DISGRACE. THEY WILL RUIN AMERICA.
