PublishedAt,Comment
2022-10-17T01:57:31Z,That’s Rican’s for ya 😷😷😷😷😷😷😷😷
2022-02-12T15:28:38Z,"Remember vaccines are safe and effective. safe safe and effective, safe and effective."
2022-01-10T21:43:56Z,Stop try to control this flu! You psychopaths!
2022-01-09T14:51:04Z,Came here on vacation  in June  stayed  until sept no worries   emptied  house in Philadelphia  put belongings  in storage moved here permanent  oct. No worries  use common sense  beaches  and outdoor life 💞💞💞💞🍸🍸🍸😎😎😎😎😎
2022-01-06T02:29:15Z,Just let the virus play out!  Masks and social distancing don’t work.  Puerto Rico is killing their tourist industry..  This woman sounds like another Gretchen Whitmer.
2022-01-05T15:43:19Z,I guess Puerto Ricans get runny noses too. Don&#39;t worry. Communism will that care of it.
2022-01-04T19:27:40Z,The adult population of Puerto Rico consists of at least 50% if not more obese or high overweight people susceptible to illness.
2022-01-04T03:50:01Z,May ❤God 💙Be 💜With💛 Everyone 💚Always 💜Much 💚Love Blessings 💙Always ✌ 💯 🌈 🎇 🌐 ❤❤💙💙💜💜💜💜
2022-01-04T03:49:40Z,Peace 💜and 💙Blessings 💚Too 🧡My💛 Brothers 💙May 💚God🧡 Bless 💙Everyone 💚Always❤ May God 💛Bless 💚Everyone ❤Richly with💜 everything💚 they❤ need Always💙 Much 💚Love ❤Blessings 💚Always ✌ 💯 🌈 🎇 🌐 💜💛💛💛💙💙💙💚💙💛💙💚💚💙💙💙💙💙
2022-01-03T22:59:18Z,Lockdown forever
2022-01-03T22:57:54Z,How come with all masks and vaccinated? They work so well😅😅😅
2022-01-03T11:04:52Z,"Im in PR. The spike happened after the Bad Bunny concerts. Thousands of people clustered together, not wearing masks for hours. Probably close tho 100k in 2 days. With that said, nobody is dying so there should be no concern. We must go on, being affraid is not helping anyone."
2022-01-05T15:46:26Z,I would say that Hurd immunity is imminent. Good for you people from a fan from the other land.
2022-01-05T15:48:11Z,Ps. Stop watching MSNBC. They&#39;re the enemy if the people.
2022-01-03T05:12:40Z,Everyone in the media seems to have missed the superspreader event that was the Bad Bunny concert that happened just 2 weeks ago. <b>facepalm through my skull</b>
2022-01-02T19:30:07Z,Do you need the vaccine after having corona?   Is natural immunity dead?
2022-01-02T16:58:28Z,"We must begin talking mortality not infections. People get sick all the time, as long as we are not going to die we can live w this virus like all others. Check the real data fpr yourself; <br>1 Your steps to compute realtime information <br>2 Google covid cases   <br>You will see under the CASES heading below the graph a 7 day total of new cases and deaths (indicated under the total w a + sign prefix)<br>3 Computation to determine real current mortality rate (includes all treatments and vaccines as it stands now) Take deaths multiply by 100 then divide by new cases. <br>4 Example in the usa as of this writing were 58,348 new cases w 99 new deaths. <br>5 Thats literally 1/10th of one percent almost exactly where the seasonal<br>Flu stands in a bad year. <br>The insanity of looking at infection counts must stop now! Be your own jusge based in real numbers and dont let the fear mongers control you all!"
2021-12-31T22:02:34Z,Very true I live in PR and half of my friends don’t take precautions that is why I stay home relax 😎
2021-12-31T20:27:25Z,Maybe the first question should be do you support Stop the S*<b>*</b> bull?
2021-12-31T16:44:45Z,PR is the most vaccinated place in the US. Vaccination is NOT the end all be all for COVID.
2021-12-30T21:52:40Z,Don&#39;t you think maybe is the vaccine the problem?  Is weakening your inmune system.  And still want to vax you more?
2021-12-30T17:30:14Z,5 billion percent !
2021-12-30T17:27:49Z,Biden will send the help they need
2021-12-30T17:04:36Z,Why is this test for covid so confusing? Is it like a litmus test strip showing either or? How does result for delta differ from <br> omicron ? Can&#39;t be the same meaning either + or -<br> If this is &quot;science&quot; why does it seem occult as voodoo?
2022-01-02T17:02:30Z,This is politics. Very far from scientific methods.
2021-12-30T00:26:29Z,Nice
2021-12-29T23:35:40Z,It was that concert that spread the virus to many outsiders
2021-12-29T17:41:36Z,"I have a booster card, can i still eat at a restaurant if i also have covid?"
2021-12-31T09:30:04Z,Great question. I think the answer is yes.. a study was done on a flight that got turned around going to Germany and everyone was either vaccinated or had a negative test. They found people still had COVID or omicron.
2021-12-29T15:29:19Z,"This is not good considering that they don’t have the medical infrastructure to handle a huge wave of sick people.  I know that they are very strict about masking and social distancing, so I hope that they can get this under control."
2021-12-29T13:33:11Z,"BIDEN LIED, PEOPLE DIED.."
2021-12-29T10:03:50Z,I&#39;ve been traveling to PR on a monthly basis since September. The residents in PR are religious about avoiding covid. Their practices out due any state in the US! It&#39;s a small country with a small population compared to the states so of course the numbers will be off when compared to the states. The biggest issues the island faces is the the ease of traveling there and the anti vaxxers and maskers. To many people from the states with bad habits going there! Tourist can help by following the rules.
2021-12-29T16:41:17Z,That &quot;small country&quot; is part of the United States and its natives are American citizens.
2021-12-29T18:46:36Z,@@yvonneplant9434 REALLY?  Since when?
2021-12-29T23:56:46Z,@@bgonz3599 you&#39;re not serious are you? Lol
2021-12-30T00:04:23Z,"@@gburn9377 ahhhh let&#39;s see? Hmmm that&#39;s a tough one! Well, I&#39;m Puerto Rican and I own a home on the Island therefore I cannot be serious 🙃 jajajajajaja 🤣<br>Just having some fun!"
2021-12-30T00:08:33Z,@@bgonz3599 hahaha
2021-12-29T09:34:10Z,<b>NOT TAKING THE MARK OF THE BEAST</b>
2021-12-29T05:31:06Z,Biden is a disappointment
2021-12-29T04:36:21Z,It&#39;s almost as if the vaccines aren&#39;t working. HUH!
2021-12-29T04:24:49Z,Are They Vaxxed...?
2021-12-29T04:15:37Z,"I’ve been living in PR for 3 months now and it’s suffocating to live under these restrictions. The media and politicians have the population so terrified that ppl walk the beaches alone with mask and police each other into compliance. They have convinced the ppl that only the government and cdc have the knowledge to determine what’s best for them and two years later they are doing as they are told. There is zero discourse here, everyone just seems to be compliant and happy to do so. Sad to see these kids playing outside with mask on in 90 degree weather when there’s only 4 of them playing together. Absolutely nuts situation going on over here. The censoring of objective information is how this got it done…."
2021-12-29T04:28:18Z,You’re rooting for discourse over preventive health measures?<br>You might need to reevaluate your priorities…
2021-12-29T05:18:28Z,"Well given they&#39;ve done very well in keeping death rates low I don&#39;t see what the problem is. you think its sad to see kids playing with masks on? I think its good to see them playing(as opposed to dead, sick, or parentless) You don&#39;t need massive numbers of kids together playing mask-less in order to be happy. <br><br>what is actually absolutely nuts is 800k+ deaths in america and people still arguing against preventative measures."
2021-12-29T15:34:31Z,"You’re wrong. They have done a fenomenal job and I hope they continue to do, so because you can probably afford to move back to where you came from if the hospitals become overrun with covid, but most people who reside there don’t have that option to pack up and leave."
2021-12-29T16:47:28Z,Why are you there then ?   Objective information  ?  Do you even know what objective means  ?
2022-01-14T15:21:16Z,You must be from Florida or another Republican state🤦🏽‍♂️
2021-12-29T04:00:23Z,"NEWS LIE ABOUT NUMBERS, WHERE ARE THE PICTURES AND VIDEOS OF THE PATIENCE AT HOSPITALS? WHERE IS THE EVIDENCE?"
2021-12-29T03:23:24Z,Wearing a mask is the easiest thing I&#39;ve ever done for my fellow man
2021-12-29T04:05:24Z,That’s the only thing you’ve ever done.
2021-12-29T06:04:25Z,@@tigere1111 Clearly you have done less.  Masks save lives.
2021-12-29T23:55:35Z,@@Foolish188 wonder why the US ARMY didn&#39;t give me one of these masks for biological agents? It would be way more cost effective than the promask. Hahahaha cause it doesn&#39;t work.
2021-12-30T00:44:20Z,"@@gburn9377 Masks work.  They DO NOT HAVE TO BE 100% EFFECTIVE TO BE INCREDIBLY USEFUL AT SLOWING THE SPREAD OF COVID.  50% or even 25% saves lives.  Sadly, lots of people have been fooled by a man who paints his face orange and is afraid the paint will come off on his mask and doesn&#39;t want to be mocked for it.  Same reason he drinks with two hands, so he doesn&#39;t touch his chin and have the paint come off.  How many died because they listened to his self serving view on masks? 300000?  400000?  Masks work to slow the spread, they are far better than nothing."
2021-12-30T00:49:05Z,@@Foolish188 masks don&#39;t stop the spread of coronaviruses.
2021-12-29T03:22:38Z,Only a few cases and soon will be close to zero
2021-12-29T03:21:45Z,Funny thing about statistics- since most of the US population has been vaccinated all recent outbreaks have you at statistically more likely to contract COVID if you are vaccinated than unvaccinated based purely on the numbers of vaccinated getting infected than unvaccinated. ie the Massachusetts outbreak 73 % of the infected were fully vaccinated
2021-12-29T01:27:26Z,That’s a lot of people with sniffles.
2021-12-29T07:33:51Z,"Yea, sniffles that over fill our morgues."
2021-12-29T00:04:16Z,"BREAKING: 27,774 newly reported cases today in NYC, America’s most heavily vaxxed and masked city. 😳"
2021-12-28T23:03:52Z,"Joe Biden in Dec 2020, &quot;I&#39;m going to shut down the Virus&quot;. I know he&#39;s slow but, c&#39;mon man!"
2021-12-28T22:46:35Z,"American pandemic experts?        US 5 day isolation     China 20 day isolation.     NZ 14 day isolation.<br>Covid deaths                                     US 841,671                 China 4,636                        New Zealand 50."
2021-12-28T22:46:22Z,"The USA, where you used to be able to own people but now suddenly wearing a mask is having your freedom taken away. H.Franklin<br>US parents protest at school meetings about?    A: 185 school shootings in 10 years          B: Masks.<br>Social media and mainstream broadcasts showing American pandemic mismanagement is BORING. Land of the free my butt.<br>The news SHOULD BE New Zealanders have ONLY 50 deaths NOT Americans having a WHOPPING 841,671 !"
2021-12-28T22:12:47Z,"😅🤣😂heard how good it was in PR, now they&#39;re surging like everyone else, howd Japan take care of the surge?"
2021-12-29T01:48:40Z,Atomic bombs taught him to get vaccines
2021-12-28T22:06:20Z,"Testing is overrated and masks are overrated, and a lot of other things underrated, I hope most actually are cases as omicron I believe is going to save lives"
2021-12-28T21:29:49Z,Remember when we blamed Trump for all of Puerto rico&#39;s problems?
2021-12-29T16:49:36Z,Sensible people  don&#39;t remember things that aren&#39;t true.
2021-12-28T21:12:38Z,Fake vaccine cards are readily available online...I am vaccinated and boosted but am aware of the problem!
2021-12-28T21:07:18Z,Let&#39;s go BRANDON <br>Joe&#39;s words not mine
2021-12-29T07:29:46Z,&quot;Don&#39;t ever use the word &#39;smart&#39; with me.&quot; <br>Trump&#39;s words not mine.
2021-12-28T21:02:27Z,"Rum by injection, Trump approved!  &quot;And then I see the Bacardi 151 and the spiced rums, where it knocks it out in one minute. And is there a way we can do something like that, by injection inside or almost a cleaning…”"
2021-12-28T23:45:51Z,Amazing how one can let propaganda destroy their mind.  And you were once probably a normal person with no psychological problems
2021-12-29T01:02:40Z,At least you didn&#39;t say a bleach enema although dems do like those.
2021-12-29T01:10:07Z,@@Gabedudley1 Says the guy who apparently got his funny bone removed.  You must get invited to a lot of parties ;)
2021-12-29T01:46:54Z,Lol
2021-12-29T01:53:04Z,@@wileyschmitt yea we got an establishment and its propaganda machine that swore that we only needed one vaccine and not get covid.  Why dont you make some jokes about that you funny guy
2021-12-28T20:53:58Z,Puerto Rico averages less than one death of covid a day. The problem is all those tourists visiting the Island leaving the guard down.
2021-12-29T03:59:21Z,Your a liar. Your not an expert. You don&#39;t work at a hospital. You don&#39;t have a doctor degree. You should listen keep your ears Open And your Mouth Shut!
2021-12-29T04:09:42Z,You know ppl from PR travel as well and many to Florida where there are no restrictions. The PR news has the masses under their spell and singing their toon. It’s mass hysteria out here!
2021-12-28T20:50:40Z,Super duper scary 😱😂
2021-12-28T20:38:26Z,2800% gtfoh media sucks
2021-12-28T20:31:52Z,Too bad Trump isn’t President so he can go to Puerto Rico and throw paper towels at puertorricans. Orange man is so missed. Good thing Trump saved Navidad…
2021-12-28T20:29:01Z,I&#39;ll save you some time and summarize the comments section:<br><br>Durp durp Scamthony Faucheat commie fashist lib dems antayfu durp dorp fraydum HydroCoralQueef iburmeckin chuggun contest dont need no demon vax yay trump letz go brendon.
2021-12-28T20:27:28Z,Is AOC going to blame Trump for this too?
2021-12-29T07:32:57Z,"Trump even tried to be anti-covid, pro-vax and he got booed. It might be too late for him."
2021-12-28T20:11:06Z,More covid under Biden than the orange guy or are they tied for the worst handling of a pandemic? Well Biden has 3 more years to shut down the virus which was a campaign promise he made.
2021-12-28T20:03:17Z,I am here and it&#39;s not the habitants but the constant tourists in and around the island.
