PublishedAt,Comment
2021-06-08T01:46:34Z,Ivermectin
2021-05-20T22:54:30Z,how you gonna go to somebody when you suppose to be social distancing
2021-05-17T12:40:24Z,"All known prion diseases in mammals affect the structure of the brain or other neural tissue; all are progressive, have no known effective treatment, and are always fatal.["
2021-05-16T23:36:28Z,"Flip-flopping quack doctor Anthony Faux-ci is in cahoots with the Clintons, George Soros, Bill Gates, GAVI, PEPFAR, GPMB, WHO, Johns Hopkins Center for Health Security, Big Pharma, and the World Economic Forum which co-sponsored the Event 201 in October 2019 that presented a simulated viral pandemic that the unprepared world has been suffering from since December 2019 until now. He played an active role in the US government’s $7.4 million funding for the Wuhan Institute of Virology in China that experimented on this SARS-CoV-2 corona virus. Remember, he confidently predicted in January of 2017 that the Trump administration would face a serious viral pandemic during its term, which it did. Let that sink in.  He, together with his co-conspirators, should be arrested and brought to Military Tribunals for treason and crimes against humanity."
2021-05-16T18:50:29Z,"Was it rather, raber, rubber, radder, what did he say. Watch your pronunciation, we have a totalitarian robot being shown on T.V.<br><br>He will be the one that will get you justice, Mr. Omair. lol"
2021-05-16T18:48:15Z,"Herd can be associated with people too, no need to dehumanize the expression and make it about animals. O Skinner (its me, obviously not the adults)."
2021-05-16T18:46:16Z,"&quot;We wanna know where you are&quot;. DUDE That isn&#39;t the US military giving out vaccines, just private companies giving vaccines in return for blood. <br>So totalitarian, but where is my America."
2021-05-16T18:43:57Z,"Get the Rosay beads Dr. Fauci, I had to tell the government my religion like the Pakistanis, but you didn&#39;t."
2021-05-16T18:44:20Z,"This means, Pray song by Sam Smith."
2021-05-14T00:18:20Z,CHINESE BIO-WEAPON. MAN MADE GAIN OF FUNCTION CHIMERA VIRUS. DR. SHI ZHENGLI WUHAN P4 LAB. DR. FAUCI HAS THE RECEIPTS. CRIMES AGAINST HUMANITY. NUREMBERG TRIAL. GALLOWS!
2021-05-13T17:46:37Z,Check the blood samples of non covid Chinese people if we find antibodies then it is clear that china first vaccinated its people and then released the covid as bio weapon
2021-05-13T15:52:21Z,My friend&#39;s from around the world agree this was a fantastic panel.
2021-05-16T06:53:17Z,hahahaahahahah
2021-05-13T15:46:55Z,"The mRNA injection will NOT change your status of - or +. mRNA does not allow your body to use it&#39;s antibodies to fight Covid... citizens need to do their due diligence and understand that this is not a vaccine. Below is the definition of vaccine from Oxford Languages... the last sentence in quotations is from Oxford.<br><br>a substance used to stimulate the production of antibodies and provide <br>immunity against one or several diseases, prepared from the causative <br>agent of a disease, its products, or a synthetic substitute, treated to <br>act as an antigen without inducing the disease.<br>&quot;there is no  the virus&quot;"
2021-05-13T17:54:40Z,@@Pfromm007 You are correct... mRNA generates an adaptive immune response but it does not generate antibodies. You are also correct when you speak to &quot;teaches&quot;.  You just described a Therapeutic drug... and this is what mRNA does. It doesn&#39;t necessarily make it more or less effective... it&#39;s not a vaccine.
2021-05-14T15:39:47Z,@@wolfgangflywheel4307 But it is.
2021-05-14T15:39:58Z,And there are thousands of studies and trials from around the world just begging for your acquaintance.
2021-05-14T15:40:17Z,@@wolfgangflywheel4307 I also gotta level with you. You&#39;ve been arguing with Wikipedia.
2021-05-14T15:43:24Z,@@wolfgangflywheel4307 You could&#39;ve called me out so easily. It would&#39;ve taken like five seconds. Don&#39;t you look up anything dude?
2021-05-13T14:34:26Z,What a bunch of decievers
2021-05-13T13:55:22Z,Dr. Fauci you ARE responsible for the entire pandemic....let that weigh on you....
2021-05-13T13:53:36Z,This dr. Fauci needs to go to jail and tell the true about the creation of thi COVID 19 and the why was created.
2021-05-13T13:27:37Z,"People are delusional if they think that the government, institutions,  corporations,billionaires and BIG mafia, I mean pharma have our health as their top priority, when it&#39;s the opposite"
2021-05-13T13:27:05Z,Boooooooooooooooooooooooooooo enough of Fauci!!!!!!!!!!!!!!!!!!
2021-05-13T13:26:08Z,NO to NAZI PASSPORTS <br>NO to MANDATORY vaccines
2021-05-13T13:25:56Z,1986 National childhood vaccine injury act NCVIA removed LIABILITY from manufacturers
2021-05-13T13:25:18Z,It’s time for a revolution. These people are not for the little man. They need to go.
2021-05-13T15:57:12Z,They&#39;re not politicians.
2021-05-13T13:23:35Z,Protect your children <br>Reject the poison vaccine
2021-05-13T13:23:20Z,Covid survival rate <br>99.97%
2021-05-13T13:23:10Z,Vaccine manufacturers have <br>ZERO LIABILITY <br>In case of injury or death caused by vaccines
2021-05-13T12:53:51Z,"&quot;Hey, lets make everyone 12 and up get a vaccine for something that 99+% will have no issue with&quot;. That makes sense huh? Don&#39;t make an announcement that if you have other serious issues and a weak immune system, you are the ones we need to help. NOPE, Lets get 12 year olds to take a vaccine for something the chances of them having any issue with is smaller than the chance of drowning while you brush your teeth."
2021-05-13T12:50:39Z,"Someone has been lying then. Prior to this, Vaccines to YEARS to develop, all the while getting Billions for R&amp;D. So How can they find a &quot;vaccine&quot; in months that is GREAT? Are they Lying NOW or were they LYING then?"
2021-05-13T12:46:30Z,"Dr. Fauci, the man who told everyone not to wear masks has zero credibility and should not be on that stage. And he is still lying about gain of function research."
2021-05-13T11:30:52Z,BLAH BLAH BLAH .  HOW LONG UNTIL THE VACCINE MUTATES AND MASS GENOCIDE BEGINS?
2021-05-13T10:46:47Z,Arrest Fauci for Crimes Against Humanity.
2021-05-13T10:19:20Z,"i didnt like lawrence&#39;s paraphrasing of the question on herd immunity...i am also curious about herd immunity in general &amp; how unvaccinated people keep our society from getting there, instead the focus became about unvaccinated people &amp; how it&#39;s our responsibility to educate them. the question itself is meant to gather information on what vaccination means. it was a missed opportunity i think"
2021-05-13T07:51:12Z,Which is the Reason why a Woman died of a Jhonson Jhonon Vaccine !
2021-05-13T07:28:46Z,Inovio tested higher and better than mrna and pfizer with … NO… side effects. Moderna and pfizer literally killed people already. Buttt Fauci made FDA putt Inovio on hold. The truth will come out
2021-05-13T07:13:05Z,Lordy.
2021-05-13T07:04:25Z,Where is Dr. Ralph Baric? He needs to be on the panel to explain himself and his involvement.
2021-05-13T06:32:23Z,"Yes an increase because, the vaccine is shedding"
2021-05-13T06:30:34Z,"Trial, he said"
2021-05-13T06:29:52Z,Experiment!!!!
2021-05-13T05:29:10Z,Fauci is a fraud
2021-05-13T05:37:55Z,He&#39;s worse than a fraud. He&#39;s the latest incarnation of Dr. Mengele.
2021-05-13T05:44:14Z,If we had Fauci’s way we would be triple masked and hiding under our beds until 2025
2021-05-13T05:00:04Z,Another milestone we have officially reached black mirror level with these talking audience screens.
2021-05-13T04:56:16Z,"The fact that this has to be explained at this point, is proof that there is significant percentage of the population who are complete idiots"
2021-05-14T03:34:51Z,"Not idiots, really. <br>I know a couple folks (vaccinated) who were scratching their heads when Pfizer submitted their vax for full approval last Friday. They genuinely thought that they had already been approved thru the EUA. I felt a little sorry for them, I’ll admit. But I just explained it in simple terms, and then let it go.  I’m sure they aren’t alone. <br><br>I think a lot of those details and definitions fell thru the cracks for many  people. I think people were distracted and stressed with the blizzard of info that was hitting    us from all directions. <br>Honestly, I had never looked into the fine print of what an EUA was until last summer when that term started popping up more and more.   The relatively short history of the EUA is pretty fascinating and spooky. <br>Not everybody had the time or interest to parse those details out, but I’m sure glad I did."
2021-05-14T03:53:36Z,"@@mwf2666 Only news to those that choose not to pay attention...  At this point if you don&#39;t understand how or why things are happening, you are willfully ignorant, and that is ok with me, but if you are willfully ignorant AND giving your opinion based off your feelings, then I suggest you keep quiet... I wasn&#39;t talking about you btw, was referring to the asshats that cant be bothered to listen to experts"
2021-05-13T04:53:58Z,Social distancing on a screen 😂😩
2021-05-13T07:18:40Z,imagine ppl wanting to keep themselves safe from covid
2021-05-13T07:37:36Z,@@ZachJ1995 imagine misinterpreting a comment ?
2021-05-13T09:02:13Z,@@nashekabryan6986 o nvm not sure what you meant but you&#39;re attractive so keep it up
2021-05-13T04:48:44Z,"Meanwhile, on fox.... &quot;Biden is the reason the Middle East peace thing is over.&quot;<br>🤔🙄😅😂"
2021-05-13T05:15:05Z,Yea I thought Kushner brokered peace in the region...?  I guess they were so mad about Bidens Presidency that they just started launching missiles at apartment buildings...
